id,page,bbox,text length,text
826,page 20 of ../pdf/orsted sustainability report.pdf,"(125.1968002319336, 24.342693328857422, 268.12322998046875, 34.85469436645508)",4,Ensuring responsible business practice 
827,page 20 of ../pdf/orsted sustainability report.pdf,"(331.88726806640625, 683.631103515625, 920.9156494140625, 716.6290893554688)",29,Share of women in  Leadership Conference (%) Share of women in middle  management (%) We aim to remain in the top 10 %   in a benchmark of peer companies. 
828,page 20 of ../pdf/orsted sustainability report.pdf,"(462.9902648925781, 735.7181396484375, 492.4112854003906, 753.9180908203125)",4,Target  top 10 % 
829,page 20 of ../pdf/orsted sustainability report.pdf,"(39.678672790527344, 24.286693572998047, 1150.8626708984375, 35.1746940612793)",6,Ørsted Sustainability report 2020 41   40 
830,page 21 of ../pdf/orsted sustainability report.pdf,"(163.5710906982422, 800.2904052734375, 467.9588317871094, 815.8319091796875)",8,Risk screenings 2019 Desktop and   site assessments 2020 
831,page 21 of ../pdf/orsted sustainability report.pdf,"(438.385009765625, 779.6298828125, 446.49700927734375, 790.5178833007812)",1,51 
832,page 21 of ../pdf/orsted sustainability report.pdf,"(376.0010070800781, 742.389892578125, 391.2489929199219, 753.2778930664062)",1,384 
833,page 21 of ../pdf/orsted sustainability report.pdf,"(162.5718994140625, 749.6016235351562, 1057.2802734375, 804.0416259765625)",3,1.1 0 1 
834,page 21 of ../pdf/orsted sustainability report.pdf,"(163.3878936767578, 719.1285400390625, 226.96389770507812, 751.7925415039062)",2,3 4 
835,page 21 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 98.24000549316406, 525.8560180664062, 124.85000610351562)",13,Programme overview 17  Good business conduct 18  Human rights & responsible business  partners 
836,page 21 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 98.24000549316406, 1083.600341796875, 117.48605346679688)",11,Programme overview 19  Information and cyber security  20  Responsible tax practices 
837,page 21 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 134.13014221191406, 318.8232727050781, 161.38116455078125)",23,"Sustainability  challenge Business ethics and transparency: Corruption, bribery, and  other fraudulent practices can impact society by destabilising  institutions and undermining fair business competition. "
838,page 21 of ../pdf/orsted sustainability report.pdf,"(331.65509033203125, 134.1371612548828, 528.0469970703125, 170.39019775390625)",28,"Business partner conduct: Risks in supply chains to labour  and human rights, corruption, and environment must be  managed to mitigate impacts on workers, communities, and  the natural environment. "
839,page 21 of ../pdf/orsted sustainability report.pdf,"(651.9680786132812, 134.14418029785156, 925.5985717773438, 170.397216796875)",31,"Societal challenge Information security and cyberattacks: As information and  cyber security threats increase, companies must understand  the associated risks and continue to improve security to  protect critical infrastructure and information assets. "
840,page 21 of ../pdf/orsted sustainability report.pdf,"(943.9380493164062, 134.1511993408203, 1142.2471923828125, 170.40423583984375)",33,"Responsible tax: By paying tax and supporting international  tax reform, companies contribute to the development of the  societies they operate in and the creation of well-functioning  tax systems and institutions conducive to business. "
841,page 21 of ../pdf/orsted sustainability report.pdf,"(39.68505859375, 180.93226623535156, 319.17254638671875, 226.18731689453125)",41,"Our approach We have zero tolerance of all forms of bribery, corruption, and  kickbacks, given or received, direct or indirect. Good business  conduct is promoted internally and with our business partners  through policies, procedures, and reporting mechanisms,  including our whistle-blower hotline. "
842,page 21 of ../pdf/orsted sustainability report.pdf,"(331.655029296875, 180.98834228515625, 532.7774658203125, 235.1964111328125)",46,"We have a due diligence process in place to assess our  business partners’ and suppliers’ adherence to our Code of  Conduct for business partners (CoC). We identify performance  gaps through screenings and assessments, and we act on our  findings through supplier-driven corrective and preventive  improvement plans. "
843,page 21 of ../pdf/orsted sustainability report.pdf,"(651.968017578125, 180.94642639160156, 920.3829956054688, 235.2034912109375)",49,Our approach We work to ensure the security of corporate information  and critical infrastructure through a risk-based approach  in close collaboration with our stakeholders. We provide  them with tailored compliance support as well as training  and awareness so they can incorporate and apply security  measures in their daily operations. 
844,page 21 of ../pdf/orsted sustainability report.pdf,"(943.9380493164062, 181.00250244140625, 1144.4730224609375, 235.2105712890625)",59,"Our tax reporting is transparent, and we voluntarily disclose  country-specific information about our tax position. We aim  to comply with the letter of the law and the underlying intent  to ensure we pay the right amount of tax on time in the  countries we operate in. We engage with stakeholders and  cooperate with authorities to support effective tax systems. "
845,page 21 of ../pdf/orsted sustainability report.pdf,"(39.68505859375, 245.7386016845703, 316.99627685546875, 363.009765625)",92,"Our progress • We continue to make efforts to strengthen our ‘Know your  counterparty’ screening programme, including updating  sanction risk procedures to mitigation, US and EU sanctions  exposure, and performance of risk-based due diligence of  business partners.  • In selected dominions, we have introduced country-specific  compliance procedures to supplement our policy on good  business conduct.  • We have adopted a new global policy to mitigate the risk  of conflict of interests among our employees. • The number of substantiated whistle-blower cases  increased this year, and we are following up on this  development.   "
846,page 21 of ../pdf/orsted sustainability report.pdf,"(331.6550598144531, 245.80877685546875, 530.3071899414062, 399.03900146484375)",127,• We have developed a project to strengthen our  implementation of the UN Guiding Principles on Business  and Human Rights. This includes strengthening our human  rights policy commitment in our own operations and our  local community engagement programme. • We have continued to implement our anti-sexual  harassment campaign for vessel suppliers and have held  meetings with relevant suppliers to understand their  approach.   • We have developed our ESG reporting set-up to better  reflect all supplier-faced due diligence activities.  • We have identified and prioritised minerals and metals  in our supply chain where salient human rights and  environmental risks are greatest.  • We have identified workers in dormitories during COVID-19  as a key risk and have initiated dialogue with selected  suppliers in Singapore on how they manage this. 
847,page 21 of ../pdf/orsted sustainability report.pdf,"(651.97509765625, 245.7949981689453, 931.4559936523438, 372.06817626953125)",99,"Our progress • We have established a Global Information Security  Management function that governs and manages global  policies and processes, quantifies security risks, and provides  support for the entire organisation. • We have established a Global Defence Function that  detects and responds to information and cyber security  incidents. • We are managing an information security programme that  drives various security enhancements and risk mitigation  initiatives for information and operational technologies. • Via ongoing phishing simulations and communications  and customised awareness events for certain employee  groups, we have carried out global awareness campaigns  to promote safe behaviour in the workplace. "
848,page 21 of ../pdf/orsted sustainability report.pdf,"(943.9451293945312, 245.8721923828125, 1142.248291015625, 408.10443115234375)",166,"• We have enhanced our reporting of tax practices in the  Annual report, inspired by the new GRI indicator, GRI207. • We have participated in dialogue with the Danish  Parliament on the implementation of new CFC rules, with  OECD on CBC Reporting, with BIAC on Pillar II, and with  various NGOs in the Tax Dialogue Framework. • We have operationalised our tax policy in a tax strategy. • We have a dispute with the Danish Tax Agency relating  to the taxation of two offshore wind farms in the UK.  Ørsted has taken steps to ensure that the two involved tax  authorities will initiate negotiations and, if needed, defer  the case to arbitration to avoid double taxation of Ørsted.  See the Annual report, page 12, for more details. • We were ranked the best company in Denmark on tax  transparency and governance by the Danish financial  magazine Økonomisk Ugebrev.  • Our in-house tax department was ranked the best in-house  tax team in Europe by International Tax Review. "
